sampleID	ESE00018_s00006	ESE00019_SLR1	ESE00019_SLR10	ESE00019_SLR11	ESE00019_SLR12	ESE00019_SLR14	ESE00019_SLR16	ESE00019_SLR17	ESE00019_SLR18	ESE00019_SLR19	ESE00019_SLR2	ESE00019_SLR3	ESE00019_SLR4	ESE00019_SLR5	ESE00019_SLR6	ESE00019_SLR8	ESE00019_SLR9	ESE00019_s00021	ESE00019_s00022	ESE00019_s00028	ESE00019_s00033	ESE00019_s00037	ESE00086_s00090	ESE00086_s00092	ESE00087_s00109	ESE00089_s00138	ESE00090_SLR20	ESE00090_SLR22	ESE00090_s00154	ESE00090_s00155	ESE00090_s00157	ESE00125_s00183	ESE00126_s00214	ESE00139_s00245	ESE00151_s00266	ESE00155_s00304	ESE00156_s00317	ESE00157_s00340	ESE00158_s00361	ESE00160_s00396	ESE00207_s00416	ESE00211_s00437	ESE00230_s00456	ESE00231_s00482	ESE00282_s00519	ESE00283_s00547	ESE00418_SLR23	ESE00418_SLR24	ESE00418_SLR26	ESE00418_SLR27	ESE00418_SLR28	ESE00418_SLR31	ESE00418_SLR32	ESE00418_SLR33	ESE00418_SLR34	ESE00418_SLR35	ESE00418_SLR36	ESE00418_SLR37	ESE00418_SLR38	ESE00418_SLR39	ESE00418_SLR40	ESE00418_SLR41	ESE00418_SLR42	ESE00418_s00606	ESE00418_s00607	ESE00418_s00610	ESE00418_s00613	ESE00418_s00614	ESE00418_s00615	ESE00418_s00620	ESE00418_s00621	ESE00553_s00638	ESE00958_s00670	ESE00958_s00677	ESE00960_s00681	ESE00960_s00693	ESE00961_s00707	ESE00961_s00711	ESE00993_s00753	ESE01218_s00785	ESE01261_s00804	ESE01261_s00814	ESE01262_s00834	ESE01393_s00869	ESE01400_s00920	ESE01417_s00945	ESE01435_s00969	ESE01521_s01009	ESE01521_s01016	ESE01522_s01035	ESE01527_s01054	ESE01535_s01072	ESE01543_SLR43	ESE01543_SLR44	ESE01543_SLR45	ESE01543_SLR46	ESE01543_SLR48	ESE01543_SLR49	ESE01543_SLR50	ESE01543_SLR51	ESE01543_SLR53	ESE01543_SLR54_1	ESE01543_SLR54_2	ESE01543_SLR55	ESE01543_SLR56	ESE01543_SLR57	ESE01543_SLR58	ESE01543_SLR59	ESE01543_s01090	ESE01543_s01094	ESE01543_s01103	ESE01543_s01111	ESE01564_s01113	ESE01567_s01133	ESE01567_s01143	ESE01587_s01161	ESE01587_s01167	ESE01592_s01222	ESE01592_s01228	ESE01594_s01235	ESE01594_s01244	ESE01617_s01276	ESE01619_s01300	ESE01619_s01305	ESE01623_s01314	ESE01635_s01331	ESE01653_s01348	ESE01661_s01361	ESE01696_s01387	ESE01841_s01404	ESE01892_s01423	ESE01900_s01436	ESE02164_s01526	ESE02164_s01532	ESE02184_s01550	ESE02190_s01571	ESE02190_s01575	LCP05531_SLR60	LCP05531_SLR62	LCP05531_SLR63	LCP05531_SLR66	LCP05531_SLR67	LCP05531_SLR68	LCP05531_SLR69	LCP05531_SLR70	LCP05531_SLR71	LCP05531_SLR72	LCP05531_SLR74	LCP05531_SLR75	LCP05531_SLR76	LCP05531_SLR77	LCP05531_s01799	LCP05531_s01800	LCP05531_s01801	LCP05531_s01802	LCP05531_s01807	LCP05531_s01808	LCP05531_s01818	LCP06093_SLR78	LCP06093_SLR79	LCP06093_SLR80	LCP06093_SLR81	LCP06093_SLR82	LCP06093_SLR83	LCP06093_SLR84	LCP06093_SLR85	LCP06093_SLR86	LCP06093_SLR88	LCP06093_SLR89	LCP06093_SLR90	LCP06093_SLR91	LCP06093_s01874	LCP06093_s01880	LCP06093_s01882	LCP3239_s01654	LCP4799_s01694	LCP4799_s01696	LCP5327_s01719	LCP5327_s01721	LCP5327_s01722	LCP5471_s01732	LCP5496_s01742	LCP5529T_s01783	LCP5639_s01851	LCP6615_s01894	LCP6621_s01936	LCP6622_s01953	LCP6623_s01974	LCP6697_s01988	LCP6700_s02027	LCP6701_s02040	LCP797_s01620	LCP797_s01623	LMA421_s02055	LMA421_s02063	PN0144_s02085	PN0144_s02090	UBOCC-A-112050_s02145	UBOCC-A-112053_s02172	UBOCC-A-112059_s02186	UBOCC-A-116003_s02281	UBOCC-A-116003_s02288
ESE00993	0.950	0.740	0.961	0.985	0.930	0.894	0.999	0.754	0.546	0.818	0.997	0.991	0.892	0.500	0.799	0.989	0.999	0.996	0.488	0.680	0.999	0.251	0.113	0.658	1.000	1.000	0.802	0.859	0.580	0.144	0.179	0.953	0.986	0.952	1.000	0.321	1.000	1.000	1.000	1.000	1.000	1.000	0.252	0.251	1.000	0.986	0.913	0.653	0.280	1.000	1.000	1.000	1.000	0.977	0.861	1.000	1.000	0.784	0.915	0.823	0.254	1.000	1.000	0.912	0.996	0.974	0.663	0.853	0.851	0.996	0.532	0.954	0.760	0.387	0.949	0.986	0.234	0.321	1.000	0.925	0.999	0.252	1.000	0.950	1.000	0.950	0.213	0.952	0.193	0.986	0.954	0.953	0.990	0.995	0.999	0.999	1.000	1.000	0.998	0.999	0.980	0.932	1.000	0.976	0.999	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.952	0.999	0.986	0.950	0.532	0.952	0.113	1.000	1.000	0.952	0.949	0.113	0.951	0.656	0.952	0.144	0.954	0.953	0.951	1.000	0.952	0.986	0.986	0.952	0.986	0.996	0.999	0.902	0.987	0.259	0.999	1.000	1.000	1.000	1.000	0.723	0.467	1.000	0.216	0.306	0.824	0.301	1.000	0.986	0.995	0.543	0.896	1.000	0.411	0.754	0.779	1.000	0.895	0.559	0.708	0.716	0.788	0.980	0.962	0.250	0.300	0.995	0.220	0.197	0.412	0.209	0.158	0.145	0.388	0.952	0.986	1.000	0.319	0.106	0.995	0.366	0.434	0.368	1.000	0.235	0.321	0.794	0.986	0.095	0.320	0.986	1.000	0.952	0.952	1.000
ESE01218	0.997	1.000	0.995	0.989	0.637	0.889	0.999	0.258	0.696	0.879	0.849	0.941	1.000	0.577	0.999	0.942	0.999	0.269	0.636	0.692	0.998	0.621	0.087	0.179	0.025	0.025	0.804	0.860	0.569	0.059	0.183	1.000	0.024	0.999	0.025	0.056	0.025	0.025	0.025	0.025	0.025	0.025	0.251	0.249	0.025	0.024	0.544	0.815	0.826	0.999	1.000	0.968	0.999	0.983	0.951	1.000	1.000	1.000	0.994	0.935	0.500	0.997	0.662	1.000	0.270	0.999	0.661	0.886	0.885	0.996	0.608	0.999	0.204	0.076	0.996	0.024	0.462	0.055	0.025	0.999	0.999	0.251	0.025	0.996	1.000	0.996	0.389	0.999	0.213	0.024	0.999	0.999	0.987	0.883	0.965	0.930	0.995	1.000	0.922	0.836	0.496	0.731	0.303	0.973	0.989	1.000	0.999	1.000	0.025	0.999	0.998	0.274	0.999	0.999	0.024	0.996	0.608	0.999	0.087	1.000	0.025	0.999	0.995	0.087	0.998	0.177	0.999	0.059	0.999	1.000	0.998	0.025	0.999	0.024	0.024	0.999	0.024	1.000	1.000	0.895	0.899	0.612	0.901	1.000	1.000	0.999	1.000	0.732	0.445	0.999	0.205	0.388	0.998	0.251	1.000	0.024	0.231	0.557	0.970	0.465	0.983	0.267	0.939	0.999	0.632	0.600	0.727	0.983	0.999	0.986	0.996	0.620	0.289	0.829	0.222	0.424	0.067	0.437	0.161	0.059	0.075	0.999	0.024	0.025	0.056	0.109	0.995	0.575	0.062	0.582	0.025	0.462	0.055	0.210	0.024	0.098	0.055	0.024	0.025	0.999	0.999	1.000
ESE01261	0.948	1.000	0.986	1.000	1.000	0.431	1.000	0.999	1.000	0.863	0.999	1.000	1.000	0.999	1.000	0.998	0.999	1.000	1.000	1.000	1.000	0.998	0.100	0.709	0.027	0.027	0.791	0.861	0.518	0.121	0.183	0.951	0.027	0.950	0.027	0.277	0.027	0.027	0.027	0.027	0.027	0.027	1.000	1.000	0.027	0.027	0.865	0.554	0.550	0.969	1.000	0.970	0.958	0.956	0.640	0.999	0.988	1.000	0.489	0.572	0.586	1.000	0.828	0.667	1.000	0.749	0.695	0.921	0.921	0.998	0.646	0.952	0.771	0.320	0.947	0.027	0.266	0.278	0.027	0.958	0.999	0.998	0.027	0.948	1.000	0.948	0.312	0.950	0.270	0.027	0.952	0.950	0.989	0.690	0.760	0.509	0.919	0.989	0.653	0.480	0.962	0.791	0.999	0.976	0.948	0.968	0.962	0.986	0.027	1.000	0.822	0.620	0.950	0.999	0.027	0.947	0.644	0.950	0.102	0.347	0.027	0.950	0.946	0.102	0.949	0.708	0.950	0.121	0.952	0.951	0.949	0.027	0.950	0.027	0.027	0.950	0.027	0.998	0.832	0.418	0.687	0.489	0.532	0.988	0.944	1.000	0.999	0.920	0.508	0.955	0.231	0.310	0.856	0.338	0.954	0.027	0.846	0.462	0.502	1.000	0.983	0.999	0.472	1.000	0.931	0.999	1.000	0.714	0.947	1.000	0.974	0.999	0.999	1.000	0.182	0.186	0.353	0.191	0.164	0.121	0.324	0.950	0.027	0.027	0.275	0.108	0.994	0.013	0.377	0.014	0.027	0.267	0.272	0.811	0.027	0.098	0.275	0.027	0.027	0.950	0.950	0.174
ESE01262	0.949	0.746	0.964	0.990	0.933	0.924	1.000	0.758	0.587	0.823	1.000	0.991	0.905	0.502	0.728	0.990	0.999	0.996	0.649	0.736	0.999	0.305	0.118	0.686	0.999	0.999	0.819	0.874	0.593	0.153	0.191	0.952	0.986	0.951	0.999	0.342	0.999	0.999	0.999	0.999	0.999	0.999	0.249	0.247	0.999	0.986	0.914	0.999	0.307	0.999	1.000	1.000	0.692	0.978	0.864	1.000	1.000	0.798	0.948	0.999	0.292	1.000	1.000	0.987	0.996	0.974	0.671	0.852	0.851	0.995	0.635	0.953	0.763	0.395	0.948	0.986	0.467	0.337	0.999	0.924	0.999	0.248	0.999	0.949	1.000	0.949	0.229	0.951	0.194	0.986	0.953	0.951	0.990	0.994	0.999	1.000	0.711	1.000	0.998	0.999	0.976	0.923	1.000	0.979	0.997	1.000	1.000	1.000	0.999	1.000	1.000	1.000	0.951	0.999	0.986	0.949	0.635	0.951	0.117	1.000	0.999	0.951	0.947	0.117	0.950	0.685	0.951	0.153	0.953	0.952	0.950	0.999	0.951	0.986	0.986	0.951	0.986	0.998	0.983	0.933	0.991	0.280	0.999	1.000	1.000	1.000	1.000	0.770	0.521	0.675	0.220	0.372	0.826	0.306	1.000	0.986	0.994	0.584	0.918	1.000	0.413	0.761	0.861	1.000	0.895	0.562	0.774	0.940	0.724	0.986	0.965	0.305	0.377	0.995	0.236	0.409	0.421	0.424	0.168	0.154	0.397	0.951	0.986	0.999	0.339	0.121	0.995	0.387	0.443	0.392	0.999	0.469	0.340	0.801	0.986	0.111	0.340	0.986	0.999	0.951	0.951	1.000
ESE01384	0.997	0.743	0.967	0.998	0.930	0.938	0.978	0.654	0.671	0.741	0.850	0.279	0.903	0.860	0.713	0.287	0.323	0.315	0.581	1.000	1.000	0.970	0.112	0.582	0.026	0.026	0.779	0.852	0.604	0.158	0.189	1.000	0.025	0.999	0.026	0.319	0.026	0.026	0.026	0.026	0.026	0.026	0.902	0.903	0.026	0.025	0.761	0.875	0.995	1.000	0.277	0.712	1.000	0.983	0.744	0.997	1.000	0.792	0.947	0.814	0.929	0.145	0.858	0.708	0.315	0.998	0.672	0.999	1.000	1.000	0.579	0.999	0.537	0.385	0.996	0.025	0.396	0.318	0.026	0.965	0.999	0.901	0.026	0.996	1.000	0.996	0.997	0.999	0.186	0.025	0.999	0.999	0.576	0.900	0.819	0.711	1.000	1.000	0.638	0.940	0.583	0.634	0.368	0.117	0.254	1.000	0.989	1.000	0.026	1.000	0.760	0.614	0.999	0.999	0.025	0.996	0.579	0.999	0.113	0.363	0.026	0.999	0.995	0.113	0.998	0.580	0.999	0.159	0.999	1.000	0.998	0.026	0.999	0.025	0.025	0.999	0.025	1.000	0.846	0.964	0.878	0.922	0.757	1.000	1.000	1.000	1.000	1.000	0.573	1.000	0.202	0.361	0.714	0.236	0.222	0.025	0.269	0.509	0.953	0.581	0.983	0.656	0.837	1.000	0.895	0.894	1.000	0.784	0.675	0.998	0.968	0.970	0.806	0.217	0.251	0.332	0.435	0.341	0.165	0.159	0.387	0.999	0.025	0.026	0.319	0.161	0.996	0.026	0.454	0.027	0.026	0.396	0.318	0.561	0.025	0.152	0.319	0.025	0.026	0.999	0.999	0.170
ESE01393	0.998	1.000	0.697	0.996	1.000	0.974	0.999	0.124	0.333	0.565	1.000	0.244	0.995	0.506	0.994	0.191	0.070	0.244	0.479	0.505	1.000	0.612	0.094	0.054	0.035	0.035	0.822	0.872	0.582	0.065	0.187	1.000	0.035	0.999	0.035	0.056	0.035	0.035	0.035	0.035	0.035	0.035	0.142	0.141	0.035	0.034	0.532	0.466	0.996	1.000	0.129	0.412	0.999	0.680	0.661	1.000	1.000	1.000	0.981	0.804	0.462	0.109	0.652	0.453	0.245	0.996	0.570	0.902	0.901	0.999	0.534	0.999	0.097	0.078	0.997	0.035	0.366	0.057	0.035	0.965	0.999	0.142	0.035	0.997	1.000	0.997	0.851	0.999	1.000	0.034	0.999	0.999	0.560	0.882	0.408	0.802	0.996	1.000	0.915	0.978	0.470	0.512	0.289	0.085	0.174	1.000	0.695	1.000	0.035	1.000	0.979	0.126	0.999	0.999	0.034	0.997	0.532	0.999	0.094	0.266	0.035	0.999	0.996	0.094	0.998	0.051	0.999	0.061	0.999	1.000	0.998	0.035	0.999	0.034	0.034	0.999	0.034	0.994	0.695	0.965	0.875	0.743	0.916	1.000	0.756	1.000	1.000	0.495	0.292	0.999	0.184	0.304	0.998	0.155	0.220	0.035	0.210	0.232	0.991	0.487	0.983	0.136	0.918	1.000	0.930	0.536	0.491	0.613	0.998	0.996	0.705	0.610	0.147	0.212	0.231	0.314	0.067	0.325	0.162	0.062	0.079	0.999	0.034	0.035	0.055	0.152	0.996	0.259	0.062	0.261	0.035	0.368	0.055	0.094	0.035	0.143	0.056	0.035	0.035	0.999	0.999	1.000
ESE01397	0.997	1.000	0.932	0.986	1.000	0.889	0.999	0.283	0.466	0.631	0.907	0.951	1.000	0.581	0.938	0.953	0.999	0.276	1.000	0.666	1.000	1.000	0.098	0.179	0.037	0.037	0.809	0.861	0.580	0.064	0.186	1.000	0.037	0.999	0.037	0.055	0.037	0.037	0.037	0.037	0.037	0.037	0.259	0.258	0.037	0.036	0.553	0.577	0.953	1.000	1.000	0.501	0.998	0.927	0.922	1.000	1.000	1.000	0.994	0.863	0.799	0.998	0.661	0.681	0.277	1.000	0.656	0.910	0.909	0.999	0.599	0.999	0.224	0.077	0.997	0.037	0.398	0.058	0.037	0.965	0.999	0.259	0.037	0.997	1.000	0.997	0.843	0.999	1.000	0.036	0.999	0.999	0.988	0.884	0.517	0.984	0.995	1.000	0.919	0.835	0.505	0.628	0.306	0.975	0.998	1.000	0.945	1.000	0.037	1.000	0.810	0.300	0.999	0.999	0.036	0.997	0.597	0.999	0.098	1.000	0.037	0.999	0.996	0.098	0.998	0.177	0.999	0.061	0.999	1.000	0.998	0.037	0.999	0.036	0.036	0.999	0.036	1.000	0.861	0.897	0.899	0.852	0.989	1.000	0.990	1.000	1.000	0.710	0.402	0.998	0.221	0.865	0.838	0.308	1.000	0.037	0.237	0.427	0.995	0.514	0.983	0.292	0.912	1.000	0.929	0.605	0.691	0.667	0.917	0.983	0.941	1.000	0.621	0.836	0.329	0.342	0.067	0.352	0.162	0.062	0.079	0.999	0.036	0.037	0.055	0.148	0.996	0.529	0.061	0.535	0.037	0.399	0.053	0.225	0.037	0.138	0.055	0.037	0.037	0.999	0.999	1.000
ESE01400	0.954	1.000	0.992	0.993	1.000	0.849	0.999	0.850	0.403	0.585	1.000	0.904	1.000	0.619	0.999	0.957	0.999	0.229	1.000	0.658	1.000	0.368	1.000	0.999	0.027	0.027	0.830	0.887	0.686	0.148	0.225	0.956	0.027	0.956	0.027	0.336	0.027	0.027	0.027	0.027	0.027	0.027	0.321	0.324	0.027	0.027	0.807	0.522	0.370	1.000	1.000	0.455	0.998	0.982	0.928	1.000	1.000	1.000	0.997	0.873	0.293	0.999	0.854	0.670	0.229	1.000	0.696	0.861	0.860	1.000	0.616	0.957	0.691	0.397	0.953	0.027	0.390	0.336	0.027	0.928	0.999	0.319	0.027	0.953	1.000	0.953	0.535	0.956	0.268	0.027	0.957	0.956	0.990	0.861	0.464	0.954	0.996	1.000	0.898	0.838	0.377	0.635	0.220	0.979	0.675	1.000	1.000	1.000	0.027	1.000	0.999	0.726	0.956	0.999	0.027	0.954	0.615	0.956	1.000	0.950	0.027	0.956	0.953	1.000	0.955	0.999	0.956	0.146	0.957	0.956	0.955	0.027	0.955	0.027	0.027	0.956	0.027	1.000	0.856	0.862	0.899	0.307	1.000	1.000	1.000	1.000	1.000	0.704	0.342	0.998	0.290	0.349	0.999	0.395	0.733	0.027	0.196	0.496	0.888	0.370	0.984	0.850	0.995	1.000	0.931	0.627	0.677	0.624	0.999	0.991	0.999	0.367	0.226	0.644	0.267	0.358	0.423	0.365	0.205	0.147	0.401	0.956	0.027	0.027	0.335	0.173	0.996	0.588	0.443	0.595	0.027	0.390	0.336	0.723	0.027	0.164	0.336	0.027	0.027	0.956	0.956	0.999
ESE01413	0.998	0.745	0.969	1.000	0.930	0.863	0.982	0.843	0.646	0.850	0.852	0.124	0.903	0.861	0.981	0.111	0.020	0.239	0.666	0.672	1.000	0.225	0.115	0.999	0.026	0.026	0.805	0.866	0.623	0.210	0.198	1.000	0.026	0.999	0.026	0.377	0.026	0.026	0.026	0.026	0.026	0.026	0.903	0.904	0.026	0.026	0.799	0.817	0.282	1.000	0.093	0.967	1.000	0.984	0.767	0.997	1.000	0.799	0.948	0.854	0.259	0.033	0.886	0.699	0.240	0.999	0.682	0.999	1.000	1.000	0.584	0.999	0.685	0.438	0.997	0.026	0.458	0.377	0.026	0.965	0.999	0.902	0.026	0.997	1.000	0.997	0.231	0.999	0.207	0.026	0.999	0.999	0.528	0.865	0.836	0.725	1.000	1.000	0.619	0.841	0.409	0.615	0.259	0.022	0.110	1.000	0.993	1.000	0.026	1.000	0.976	0.668	0.999	0.999	0.026	0.997	0.586	0.999	0.114	0.388	0.026	0.999	0.996	0.114	0.998	0.999	0.999	0.206	0.999	1.000	0.998	0.026	0.999	0.026	0.026	0.999	0.026	1.000	0.847	0.896	0.878	0.262	0.767	1.000	1.000	1.000	1.000	0.715	0.411	1.000	0.202	0.407	1.000	0.308	0.155	0.026	0.206	0.502	0.954	0.394	0.984	0.845	0.830	1.000	0.895	0.895	0.694	0.934	0.981	1.000	0.970	0.227	0.286	0.152	0.271	0.431	0.471	0.440	0.177	0.207	0.440	0.999	0.026	0.026	0.376	0.158	0.996	0.030	0.482	0.031	0.026	0.458	0.377	0.719	0.026	0.149	0.377	0.026	0.026	0.999	0.999	0.207
ESE01417	0.998	1.000	0.702	0.998	1.000	0.975	1.000	0.128	0.350	0.572	1.000	0.256	0.997	0.506	0.996	0.201	0.076	0.253	0.495	0.513	1.000	0.617	0.095	0.059	0.044	0.044	0.827	0.879	0.585	0.070	0.191	1.000	0.043	0.999	0.044	0.067	0.044	0.044	0.044	0.043	0.044	0.044	0.143	0.142	0.043	0.043	0.533	0.481	0.997	1.000	0.134	0.422	0.999	0.689	0.666	1.000	1.000	1.000	0.982	0.811	0.473	0.114	0.652	0.465	0.253	0.996	0.578	0.902	0.902	0.999	0.541	0.999	0.100	0.083	0.997	0.043	0.386	0.065	0.043	0.965	0.999	0.143	0.044	0.997	1.000	0.997	0.855	0.999	1.000	0.043	0.999	0.999	0.561	0.885	0.421	0.811	0.997	1.000	0.917	0.980	0.485	0.525	0.293	0.088	0.180	1.000	0.704	1.000	0.043	1.000	0.980	0.130	0.999	0.999	0.043	0.997	0.540	0.999	0.095	0.280	0.043	0.999	0.997	0.095	0.998	0.055	0.999	0.070	0.999	1.000	0.998	0.043	0.999	0.043	0.043	0.999	0.043	0.996	0.706	0.967	0.876	0.751	0.918	1.000	0.761	1.000	1.000	0.505	0.301	0.999	0.184	0.320	0.998	0.161	0.227	0.043	0.219	0.239	0.993	0.493	0.984	0.139	0.921	1.000	0.931	0.536	0.500	0.621	0.998	0.998	0.711	0.615	0.158	0.221	0.244	0.332	0.070	0.344	0.169	0.070	0.083	0.999	0.043	0.044	0.067	0.154	0.996	0.268	0.067	0.273	0.043	0.386	0.067	0.099	0.043	0.144	0.067	0.043	0.044	0.999	0.999	1.000
ESE01435	0.997	0.744	0.676	1.000	0.930	0.940	0.981	0.788	0.679	0.742	0.853	0.292	0.903	0.861	0.979	0.295	0.331	0.314	0.609	1.000	1.000	0.970	0.117	0.694	0.026	0.026	0.795	0.858	0.613	0.204	0.198	1.000	0.026	0.999	0.026	0.386	0.026	0.026	0.026	0.026	0.026	0.026	0.902	0.903	0.026	0.026	0.912	0.879	0.997	1.000	0.282	0.716	1.000	0.717	0.770	0.997	1.000	0.797	0.951	0.843	0.930	0.151	1.000	0.461	0.314	0.999	0.687	0.999	1.000	1.000	0.603	0.999	0.785	0.435	0.997	0.026	0.430	0.384	0.026	0.965	0.999	0.901	0.026	0.997	1.000	0.997	0.997	0.999	0.185	0.026	0.999	0.999	0.581	0.907	0.824	0.721	1.000	1.000	0.649	0.946	0.600	0.517	0.361	0.121	0.263	1.000	0.708	1.000	0.026	1.000	0.987	0.968	0.999	0.999	0.026	0.997	0.604	0.999	0.117	0.386	0.026	0.999	0.996	0.117	0.998	0.692	0.999	0.203	0.999	1.000	0.998	0.026	0.999	0.026	0.026	0.999	0.026	1.000	0.567	0.968	0.878	0.929	0.762	1.000	1.000	1.000	1.000	1.000	0.590	1.000	0.204	0.413	1.000	0.295	0.228	0.026	0.268	0.458	0.954	0.586	0.983	0.789	0.844	1.000	0.895	0.895	1.000	0.843	0.981	1.000	0.689	0.970	0.807	0.224	0.240	0.386	0.465	0.397	0.179	0.204	0.436	0.999	0.026	0.026	0.386	0.169	0.996	0.035	0.478	0.038	0.026	0.431	0.386	0.824	0.026	0.160	0.386	0.026	0.026	0.999	0.999	0.203
ESE01449	0.998	1.000	0.789	0.778	1.000	0.998	1.000	0.284	0.653	0.952	1.000	0.950	0.997	0.580	0.953	0.952	0.999	1.000	0.576	1.000	1.000	0.435	0.032	0.204	0.026	0.026	0.831	0.882	0.586	0.068	0.192	1.000	0.025	0.999	0.026	0.065	0.026	0.026	0.026	0.026	0.026	0.026	0.257	0.255	0.026	0.025	0.547	0.767	0.453	1.000	1.000	1.000	0.998	0.788	0.951	0.763	1.000	1.000	0.999	0.881	0.409	0.999	0.662	0.998	1.000	1.000	0.681	0.885	0.884	0.999	0.605	0.966	0.225	0.084	0.997	0.025	0.379	0.066	0.026	0.999	0.999	0.257	0.026	0.997	1.000	0.997	0.585	0.999	0.199	0.025	0.967	0.999	0.990	0.995	0.970	0.999	0.992	1.000	0.998	0.999	0.984	0.938	1.000	0.977	0.997	1.000	0.791	0.766	0.026	1.000	0.997	0.301	0.999	0.999	0.025	0.997	0.605	0.999	0.031	0.998	0.026	0.999	0.997	0.031	0.998	0.202	0.999	0.066	0.966	1.000	0.998	0.026	0.999	0.025	0.025	0.999	0.025	1.000	0.998	0.996	0.899	0.362	1.000	1.000	1.000	1.000	0.757	0.924	1.000	0.998	0.197	0.392	0.946	0.265	0.999	0.025	0.846	0.571	0.994	1.000	0.984	0.293	1.000	1.000	0.929	0.601	1.000	0.955	0.940	0.721	0.798	0.435	0.467	0.840	0.255	0.331	0.074	0.346	0.172	0.067	0.085	0.999	0.025	0.026	0.065	0.148	0.997	0.599	0.071	0.607	0.026	0.379	0.064	0.230	0.025	0.138	0.065	0.025	0.026	0.999	0.999	1.000
ESE01521	0.997	1.000	0.962	0.989	0.572	0.871	0.998	0.267	0.537	0.756	1.000	0.942	0.903	0.504	0.987	0.941	0.999	1.000	0.510	0.673	1.000	0.645	0.091	0.162	0.039	0.039	0.812	0.869	0.632	0.063	0.187	1.000	0.039	0.999	0.039	0.062	0.039	0.039	0.039	0.039	0.039	0.039	0.259	0.257	0.039	0.039	0.552	0.646	0.994	1.000	0.999	0.625	1.000	0.976	0.926	1.000	0.999	1.000	0.992	0.818	0.520	0.996	0.663	0.744	1.000	1.000	0.665	0.912	0.911	0.999	1.000	0.999	0.213	0.081	0.996	0.039	0.413	0.062	0.039	0.965	0.999	0.258	0.039	0.997	1.000	0.997	0.335	0.999	1.000	0.039	0.999	0.999	0.989	0.991	0.613	0.925	0.970	0.999	0.998	0.826	0.976	0.842	1.000	0.974	0.989	1.000	1.000	1.000	0.039	1.000	0.987	0.282	0.999	0.999	0.039	0.997	0.999	0.999	0.091	1.000	0.039	0.999	0.995	0.091	0.998	0.160	0.999	0.063	0.999	1.000	0.998	0.039	0.999	0.039	0.039	0.999	0.039	1.000	0.945	0.894	0.898	0.755	0.899	0.999	1.000	1.000	1.000	0.717	0.373	1.000	0.227	0.353	0.989	0.265	1.000	0.039	0.848	0.445	0.954	1.000	0.983	0.277	0.878	1.000	0.592	0.565	0.695	0.753	0.987	0.985	0.964	0.643	0.242	0.832	0.238	0.384	0.070	0.393	0.166	0.063	0.081	0.999	0.039	0.039	0.062	0.146	0.995	0.595	0.065	0.598	0.039	0.415	0.061	0.220	0.039	0.136	0.062	0.039	0.039	0.999	0.999	1.000
ESE01522	0.950	0.735	0.968	1.000	0.930	0.803	0.996	1.000	0.590	0.873	0.996	0.958	0.894	0.922	0.792	0.959	0.999	1.000	1.000	1.000	1.000	0.956	0.102	0.753	1.000	1.000	0.795	0.856	0.587	0.145	0.285	0.952	1.000	0.951	1.000	0.340	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.995	0.628	0.996	1.000	1.000	0.999	0.990	0.983	0.760	1.000	0.998	0.788	0.984	0.750	0.989	1.000	0.970	0.786	1.000	0.999	0.764	0.946	0.945	0.998	0.620	0.953	0.949	0.395	0.948	1.000	0.346	0.338	1.000	0.925	0.999	0.999	1.000	0.949	1.000	0.949	0.455	0.951	0.296	1.000	0.953	0.951	0.989	0.994	0.983	0.828	0.991	0.998	0.650	0.903	0.977	0.866	1.000	0.975	0.930	1.000	0.999	1.000	1.000	1.000	0.972	0.810	0.951	0.999	1.000	0.949	0.620	0.951	0.101	0.287	1.000	0.951	0.948	0.101	0.950	0.753	0.951	0.146	0.953	0.952	0.950	1.000	0.951	1.000	1.000	0.951	1.000	1.000	0.943	0.829	0.998	0.971	0.918	0.998	1.000	1.000	1.000	1.000	0.562	0.990	0.241	0.341	0.816	0.353	0.939	1.000	1.000	0.530	0.796	1.000	0.983	1.000	0.810	1.000	0.868	0.960	1.000	0.758	0.781	1.000	0.970	0.956	1.000	0.982	0.232	0.287	0.424	0.296	0.258	0.146	0.396	0.951	1.000	1.000	0.339	0.153	0.995	0.037	0.445	0.038	1.000	0.346	0.337	1.000	1.000	0.143	0.339	1.000	1.000	0.951	0.951	0.154
